threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,fpr,false_alarms_per_day
0.7149999999999999,52,5,167,3953,0.9122807017543859,0.2374429223744292,0.37681159420289856,0.9588221211395739,0.0012632642748863063,0.03031834259727135
0.7199999999999999,50,5,169,3953,0.9090909090909091,0.228310502283105,0.36496350364963503,0.9583433085946852,0.0012632642748863063,0.03031834259727135
0.7249999999999999,47,5,172,3953,0.9038461538461539,0.2146118721461187,0.34686346863468637,0.9576250897773522,0.0012632642748863063,0.03031834259727135
0.7299999999999999,46,5,173,3953,0.9019607843137255,0.2100456621004566,0.34074074074074073,0.9573856835049078,0.0012632642748863063,0.03031834259727135
0.7349999999999999,43,5,176,3953,0.8958333333333334,0.1963470319634703,0.32209737827715357,0.9566674646875748,0.0012632642748863063,0.03031834259727135
0.7399999999999999,38,5,181,3953,0.8837209302325582,0.1735159817351598,0.29007633587786263,0.9554704333253531,0.0012632642748863063,0.03031834259727135
0.7449999999999999,38,5,181,3953,0.8837209302325582,0.1735159817351598,0.29007633587786263,0.9554704333253531,0.0012632642748863063,0.03031834259727135
0.7499999999999999,37,3,182,3955,0.925,0.1689497716894977,0.2857142857142857,0.9557098395977974,0.0007579585649317837,0.01819100555836281
0.7549999999999999,36,3,183,3955,0.9230769230769231,0.1643835616438356,0.27906976744186046,0.9554704333253531,0.0007579585649317837,0.01819100555836281
0.7599999999999999,33,3,186,3955,0.9166666666666666,0.1506849315068493,0.2588235294117647,0.9547522145080201,0.0007579585649317837,0.01819100555836281
0.7649999999999999,32,3,187,3955,0.9142857142857143,0.1461187214611872,0.25196850393700787,0.9545128082355758,0.0007579585649317837,0.01819100555836281
0.7699999999999999,32,3,187,3955,0.9142857142857143,0.1461187214611872,0.25196850393700787,0.9545128082355758,0.0007579585649317837,0.01819100555836281
0.7749999999999999,30,3,189,3955,0.9090909090909091,0.136986301369863,0.23809523809523808,0.9540339956906871,0.0007579585649317837,0.01819100555836281
0.7799999999999999,29,2,190,3956,0.9354838709677419,0.1324200913242009,0.23199999999999996,0.9540339956906871,0.0005053057099545225,0.012127337038908542
0.7849999999999999,29,2,190,3956,0.9354838709677419,0.1324200913242009,0.23199999999999996,0.9540339956906871,0.0005053057099545225,0.012127337038908542
0.7899999999999999,29,2,190,3956,0.9354838709677419,0.1324200913242009,0.23199999999999996,0.9540339956906871,0.0005053057099545225,0.012127337038908542
0.7949999999999999,27,2,192,3956,0.9310344827586207,0.1232876712328767,0.21774193548387097,0.9535551831457985,0.0005053057099545225,0.012127337038908542
0.7999999999999999,25,2,194,3956,0.9259259259259259,0.1141552511415525,0.20325203252032517,0.9530763706009098,0.0005053057099545225,0.012127337038908542
0.8049999999999999,25,2,194,3956,0.9259259259259259,0.1141552511415525,0.20325203252032517,0.9530763706009098,0.0005053057099545225,0.012127337038908542
0.8099999999999998,25,2,194,3956,0.9259259259259259,0.1141552511415525,0.20325203252032517,0.9530763706009098,0.0005053057099545225,0.012127337038908542
0.8149999999999998,23,2,196,3956,0.92,0.1050228310502283,0.18852459016393444,0.9525975580560211,0.0005053057099545225,0.012127337038908542
0.8199999999999998,22,2,197,3956,0.9166666666666666,0.1004566210045662,0.18106995884773663,0.9523581517835767,0.0005053057099545225,0.012127337038908542
0.8249999999999998,21,2,198,3956,0.9130434782608695,0.0958904109589041,0.17355371900826444,0.9521187455111324,0.0005053057099545225,0.012127337038908542
0.8299999999999998,19,2,200,3956,0.9047619047619048,0.0867579908675799,0.15833333333333333,0.9516399329662437,0.0005053057099545225,0.012127337038908542
0.8349999999999999,18,2,201,3956,0.9,0.0821917808219178,0.1506276150627615,0.9514005266937994,0.0005053057099545225,0.012127337038908542
0.8399999999999999,18,2,201,3956,0.9,0.0821917808219178,0.1506276150627615,0.9514005266937994,0.0005053057099545225,0.012127337038908542
0.8449999999999999,18,2,201,3956,0.9,0.0821917808219178,0.1506276150627615,0.9514005266937994,0.0005053057099545225,0.012127337038908542
0.8499999999999999,17,2,202,3956,0.8947368421052632,0.0776255707762557,0.14285714285714285,0.951161120421355,0.0005053057099545225,0.012127337038908542
0.8549999999999999,15,2,204,3956,0.8823529411764706,0.0684931506849315,0.12711864406779658,0.9506823078764663,0.0005053057099545225,0.012127337038908542
0.8599999999999999,14,2,205,3956,0.875,0.0639269406392694,0.11914893617021276,0.950442901604022,0.0005053057099545225,0.012127337038908542
0.8649999999999999,13,2,206,3956,0.8666666666666667,0.0593607305936073,0.11111111111111112,0.9502034953315777,0.0005053057099545225,0.012127337038908542
0.8699999999999999,12,2,207,3956,0.8571428571428571,0.0547945205479452,0.10300429184549356,0.9499640890591333,0.0005053057099545225,0.012127337038908542
0.8749999999999999,10,2,209,3956,0.8333333333333334,0.045662100456621,0.08658008658008658,0.9494852765142446,0.0005053057099545225,0.012127337038908542
0.8799999999999999,8,2,211,3956,0.8,0.0365296803652968,0.06986899563318777,0.949006463969356,0.0005053057099545225,0.012127337038908542
0.8849999999999999,8,1,211,3957,0.8888888888888888,0.0365296803652968,0.07017543859649122,0.9492458702418003,0.00025265285497726126,0.006063668519454271
0.8899999999999999,6,1,213,3957,0.8571428571428571,0.0273972602739726,0.05309734513274336,0.9487670576969116,0.00025265285497726126,0.006063668519454271
0.8949999999999999,5,0,214,3958,1.0,0.0228310502283105,0.044642857142857144,0.9487670576969116,0.0,0.0
0.8999999999999999,4,0,215,3958,1.0,0.0182648401826484,0.03587443946188341,0.9485276514244673,0.0,0.0
0.9049999999999999,1,0,218,3958,1.0,0.0045662100456621,0.00909090909090909,0.9478094326071344,0.0,0.0
0.9099999999999999,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
