threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,fpr,false_alarms_per_day
0.05,219,3958,0,0,0.052429973665310034,1.0,0.09963603275705188,0.052429973665310034,1.0,24.0
0.060000000000000005,219,3958,0,0,0.052429973665310034,1.0,0.09963603275705188,0.052429973665310034,1.0,24.0
0.07,219,3949,0,9,0.052543186180422266,1.0,0.09984043765671302,0.054584630117309074,0.9977261243052047,23.945426983324914
0.08000000000000002,219,3940,0,18,0.0526568886751623,1.0,0.10004568296025582,0.056739286569308114,0.9954522486104093,23.89085396664982
0.09000000000000001,219,3907,0,51,0.05307804168686379,1.0,0.10080552359033372,0.06463969355997128,0.9871147043961597,23.690752905507832
0.1,216,3824,3,134,0.053465346534653464,0.9863013698630136,0.10143226109415356,0.08379219535551831,0.966144517433047,23.187468418393127
0.11000000000000001,216,3623,3,335,0.05626465225319093,0.9863013698630136,0.10645638245441104,0.13191285611683026,0.9153612935826175,21.96867104598282
0.12000000000000001,204,3199,15,759,0.05994710549515134,0.9315068493150684,0.11264494754279403,0.23054824036389754,0.8082364830722587,19.39767559373421
0.13,198,2704,21,1254,0.06822880771881461,0.9041095890410958,0.1268824094841397,0.3476179075891788,0.6831733198585144,16.396159676604345
0.14,189,1886,30,2072,0.0910843373493976,0.863013698630137,0.16477768090671316,0.5412975819966483,0.4765032844871147,11.436078827690753
0.15000000000000002,174,1148,45,2810,0.13161875945537066,0.7945205479452054,0.22582738481505515,0.7143883169739047,0.2900454775138959,6.961091460333503
0.16000000000000003,165,775,54,3183,0.17553191489361702,0.7534246575342466,0.2847282139775668,0.8015322001436438,0.19580596260737745,4.699343102577059
0.17000000000000004,158,439,61,3519,0.2646566164154104,0.7214611872146118,0.3872549019607843,0.880296863777831,0.11091460333501768,2.6619504800404243
0.18000000000000005,143,214,76,3744,0.4005602240896359,0.6529680365296804,0.4965277777777778,0.9305721809911419,0.05406771096513391,1.2976250631632138
0.19,130,75,89,3883,0.6341463414634146,0.593607305936073,0.6132075471698113,0.9607373713191285,0.018948964123294592,0.4547751389590702
0.2,113,29,106,3929,0.795774647887324,0.5159817351598174,0.6260387811634348,0.9676801532200143,0.007326932794340576,0.17584638706417383
0.21000000000000002,96,19,123,3939,0.8347826086956521,0.4383561643835616,0.5748502994011976,0.966004309312904,0.004800404244567963,0.11520970186963111
0.22000000000000003,2,8,217,3950,0.2,0.0091324200913242,0.017467248908296942,0.946133588700024,0.00202122283981809,0.048509348155634166
0.23000000000000004,0,5,219,3953,0.0,0.0,0.0,0.9463729949724683,0.0012632642748863063,0.03031834259727135
0.24000000000000005,0,5,219,3953,0.0,0.0,0.0,0.9463729949724683,0.0012632642748863063,0.03031834259727135
0.25000000000000006,0,3,219,3955,0.0,0.0,0.0,0.946851807517357,0.0007579585649317837,0.01819100555836281
0.26000000000000006,0,2,219,3956,0.0,0.0,0.0,0.9470912137898013,0.0005053057099545225,0.012127337038908542
0.27,0,1,219,3957,0.0,0.0,0.0,0.9473306200622457,0.00025265285497726126,0.006063668519454271
0.28,0,1,219,3957,0.0,0.0,0.0,0.9473306200622457,0.00025265285497726126,0.006063668519454271
0.29000000000000004,0,1,219,3957,0.0,0.0,0.0,0.9473306200622457,0.00025265285497726126,0.006063668519454271
0.30000000000000004,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.31000000000000005,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.32000000000000006,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.33,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.34,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.35000000000000003,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.36000000000000004,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.37000000000000005,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.38000000000000006,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.39000000000000007,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.4000000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.4100000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.42000000000000004,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.43000000000000005,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.44000000000000006,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.45000000000000007,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.4600000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.4700000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.4800000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.49000000000000005,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5000000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5100000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5200000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5300000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5400000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5500000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5600000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5700000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5800000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.5900000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6000000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6100000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6200000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6300000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6400000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6500000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6600000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6700000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6800000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.6900000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7000000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7100000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7200000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7300000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7400000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7500000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7600000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7700000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7800000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.7900000000000001,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8000000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8100000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8200000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8300000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8400000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8500000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8600000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8700000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8800000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.8900000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9000000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9100000000000003,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9200000000000003,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9300000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9400000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
0.9500000000000002,0,0,219,3958,0.0,0.0,0.0,0.94757002633469,0.0,0.0
