phase,strategy,window_k,decay_lambda,use_fusion,use_decay,physics_bounds_mode,anomaly_score,smoothing_window,threshold_mode,auroc,auroc_ci_lo,auroc_ci_hi,auprc,best_f1,best_threshold,best_precision,best_recall,false_alarm_rate_per_day,auroc_fused_u,auroc_fused_d,auroc_max_d,auroc_max_u,auroc_mean_u,auroc_composite_ud,f1_at_f1opt,f1_at_q90,f1_at_q95,f1_at_q99,prec_at_q95,rec_at_q95,fpr_at_q95,prec_at_q99,rec_at_q99,fpr_at_q99
hyperparam,physics,3,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7297,0.6842,0.772,0.1678,0.2844,0.445,0.1889,0.5753,3.2804,0.7297,0.7292,0.7243,0.6986,0.615,0.7432,0.2844,0.1178,0.1242,0.1248,0.0671,0.8356,0.6433,0.0675,0.8219,0.6281
hyperparam,physics,3,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6986,0.6561,0.7363,0.1081,0.1007,0.985,0.0531,0.9817,23.2663,0.6986,0.7243,0.7243,0.6986,0.615,0.726,0.1007,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,6,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.7587,0.7093,0.8027,0.4505,0.6376,0.17,0.7905,0.5342,0.188,0.7587,0.7421,0.7641,0.696,0.6808,0.763,0.6376,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,6,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.696,0.6613,0.7383,0.1036,0.2184,0.675,0.1327,0.6164,5.3482,0.696,0.7641,0.7641,0.696,0.6808,0.782,0.2184,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,6,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7684,0.7196,0.8144,0.4633,0.6423,0.23,0.75,0.5616,0.2486,0.7684,0.7332,0.7398,0.6927,0.6723,0.7527,0.6423,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,6,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6927,0.6576,0.7354,0.1034,0.2097,0.845,0.1252,0.6438,5.9727,0.6927,0.7398,0.7398,0.6927,0.6723,0.7567,0.2097,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,6,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7761,0.7271,0.8203,0.484,0.6215,0.315,0.8148,0.5023,0.1516,0.7761,0.7307,0.7376,0.6876,0.655,0.75,0.6215,0.3452,0.4512,0.581,0.3573,0.6119,0.0609,0.607,0.5571,0.02
hyperparam,physics,6,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6876,0.6523,0.7317,0.103,0.1674,0.955,0.0948,0.7123,9.0288,0.6876,0.7376,0.7376,0.6876,0.655,0.7439,0.1674,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,6,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7621,0.7141,0.8054,0.2874,0.4746,0.395,0.427,0.5342,0.952,0.7621,0.7385,0.7286,0.6876,0.6309,0.75,0.4746,0.1336,0.1382,0.1427,0.0756,0.7991,0.5404,0.0785,0.7854,0.5101
hyperparam,physics,6,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6876,0.6524,0.7317,0.103,0.0997,0.97,0.0525,1.0,23.9757,0.6876,0.7286,0.7286,0.6876,0.6309,0.7304,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,6,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7299,0.6843,0.7724,0.1687,0.2874,0.445,0.192,0.5708,3.1895,0.7299,0.7293,0.7243,0.6876,0.6159,0.7428,0.2874,0.1178,0.1242,0.1248,0.0671,0.8356,0.6427,0.0675,0.8219,0.6281
hyperparam,physics,6,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6876,0.6524,0.7317,0.103,0.0997,0.91,0.0525,1.0,23.9879,0.6876,0.7243,0.7243,0.6876,0.6159,0.7257,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,12,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.7569,0.707,0.7995,0.4482,0.6111,0.115,0.7801,0.5023,0.188,0.7569,0.7687,0.7655,0.6667,0.7193,0.7819,0.6111,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,12,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6667,0.6221,0.7015,0.0957,0.1934,0.82,0.1157,0.589,5.9788,0.6667,0.7655,0.7655,0.6667,0.7193,0.7707,0.1934,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,12,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7675,0.7175,0.8138,0.4694,0.6349,0.2,0.7547,0.5479,0.2365,0.7675,0.7442,0.7393,0.6606,0.6965,0.7573,0.6349,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,12,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6606,0.6107,0.6924,0.0965,0.1586,0.965,0.09,0.6667,8.95,0.6606,0.7393,0.7393,0.6606,0.6965,0.7425,0.1586,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,12,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7755,0.7263,0.8205,0.4741,0.6313,0.305,0.8129,0.516,0.1577,0.7755,0.7323,0.7376,0.6544,0.6628,0.7511,0.6313,0.4377,0.5368,0.611,0.5103,0.5662,0.0301,0.8281,0.484,0.0056
hyperparam,physics,12,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6544,0.6032,0.6859,0.0955,0.0998,0.98,0.0525,1.0,23.9515,0.6544,0.7376,0.7376,0.6544,0.6628,0.7376,0.0998,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,12,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7622,0.7141,0.8055,0.2882,0.4754,0.395,0.4312,0.5297,0.9277,0.7622,0.7385,0.7286,0.6544,0.6325,0.7501,0.4754,0.1336,0.1382,0.1429,0.0756,0.7991,0.5404,0.0786,0.7854,0.5096
hyperparam,physics,12,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6544,0.6033,0.6859,0.0955,0.0997,0.97,0.0525,1.0,23.9757,0.6544,0.7286,0.7286,0.6544,0.6325,0.7293,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,12,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7299,0.6842,0.7724,0.1687,0.2874,0.445,0.192,0.5708,3.1895,0.7299,0.7293,0.7243,0.6544,0.617,0.7428,0.2874,0.1178,0.1242,0.1248,0.0671,0.8356,0.6427,0.0675,0.8219,0.6281
hyperparam,physics,12,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6544,0.6033,0.6859,0.0955,0.0997,0.91,0.0525,1.0,23.9879,0.6544,0.7243,0.7243,0.6544,0.617,0.725,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,24,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.7566,0.7061,0.7998,0.4539,0.6044,0.09,0.7586,0.5023,0.2122,0.7566,0.765,0.7655,0.6171,0.7667,0.7747,0.6044,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,24,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6171,0.5792,0.6611,0.0758,0.1428,0.945,0.0809,0.6073,9.1622,0.6171,0.7655,0.7655,0.6171,0.7667,0.7694,0.1428,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,24,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7676,0.7175,0.8139,0.4835,0.6356,0.195,0.7945,0.5297,0.1819,0.7676,0.7446,0.7393,0.619,0.7073,0.7566,0.6356,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0
hyperparam,physics,24,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.619,0.5674,0.652,0.0822,0.1,0.985,0.0526,1.0,23.903,0.619,0.7393,0.7393,0.619,0.7073,0.7413,0.1,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,24,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7755,0.7263,0.8205,0.4763,0.6313,0.305,0.8129,0.516,0.1577,0.7755,0.7323,0.7376,0.6031,0.6646,0.7511,0.6313,0.4416,0.5451,0.6029,0.5254,0.5662,0.0283,0.8254,0.4749,0.0056
hyperparam,physics,24,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6031,0.5607,0.6466,0.0753,0.0998,0.98,0.0525,1.0,23.9515,0.6031,0.7376,0.7376,0.6031,0.6646,0.738,0.0998,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,24,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7623,0.7142,0.8054,0.2887,0.4754,0.395,0.4312,0.5297,0.9277,0.7623,0.7385,0.7286,0.6031,0.6338,0.7501,0.4754,0.1336,0.1382,0.1429,0.0756,0.7991,0.5404,0.0786,0.7854,0.5096
hyperparam,physics,24,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6031,0.5607,0.6465,0.0753,0.0997,0.97,0.0525,1.0,23.9757,0.6031,0.7286,0.7286,0.6031,0.6338,0.7297,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,physics,24,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7299,0.6842,0.7724,0.1687,0.2874,0.445,0.192,0.5708,3.1895,0.7299,0.7293,0.7243,0.6854,0.6183,0.7428,0.2874,0.1178,0.1242,0.1248,0.0671,0.8356,0.6427,0.0675,0.8219,0.6281
hyperparam,physics,24,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6854,0.4644,0.5415,0.0874,0.0997,0.91,0.0525,1.0,23.9879,0.6854,0.7243,0.7243,0.6854,0.6183,0.7245,0.0997,0.0996,0.0996,0.0997,0.0524,1.0,1.0,0.0524,1.0,0.9997
hyperparam,composite,1,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,1,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6855,0.6474,0.7174,0.1239,0.1947,0.53,0.1672,0.2329,1.5402,0.6855,0.7628,0.7628,0.6855,0.5826,0.7728,0.1947,0.1043,0.1164,0.1294,0.062,0.9543,0.7994,0.0696,0.9178,0.6786
hyperparam,composite,3,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.7597,0.7303,0.7881,0.2469,0.2609,0.305,0.9706,0.1507,0.0061,0.7597,0.8047,0.7907,0.6807,0.6094,0.8168,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,3,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6807,0.6429,0.712,0.1823,0.1981,0.615,0.1699,0.2374,1.5402,0.6807,0.7907,0.7907,0.6807,0.6094,0.794,0.1981,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,3,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7412,0.7089,0.7707,0.2554,0.2619,0.35,1.0,0.1507,0.0,0.7412,0.7976,0.7939,0.6871,0.6085,0.8086,0.2619,0.1934,0.1994,0.0,0.2946,0.1507,0.02,0.0,0.0,0.0
hyperparam,composite,3,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6871,0.6497,0.7201,0.1108,0.1947,0.715,0.1672,0.2329,1.5402,0.6871,0.7939,0.7939,0.6871,0.6085,0.7967,0.1947,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,3,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7273,0.6928,0.7585,0.2549,0.2619,0.4,1.0,0.1507,0.0,0.7273,0.7883,0.7964,0.6907,0.6049,0.8001,0.2619,0.1576,0.2072,0.1968,0.1299,0.5114,0.1895,0.1521,0.2785,0.0859
hyperparam,composite,3,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6907,0.6507,0.7201,0.1524,0.1905,0.825,0.159,0.2374,1.6675,0.6907,0.7964,0.7964,0.6907,0.6049,0.7968,0.1905,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,3,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7019,0.6654,0.7345,0.2674,0.2619,0.46,1.0,0.1507,0.0,0.7019,0.7769,0.7809,0.6907,0.5975,0.7884,0.2619,0.1329,0.135,0.1435,0.0734,0.8356,0.5834,0.0799,0.7032,0.4482
hyperparam,composite,3,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6907,0.6507,0.7201,0.1524,0.1724,0.935,0.1338,0.242,2.0798,0.6907,0.7809,0.7809,0.6907,0.5975,0.785,0.1724,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,3,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.6927,0.6558,0.7268,0.2741,0.2752,0.51,0.519,0.1872,0.2304,0.6927,0.7657,0.7626,0.6907,0.5877,0.7758,0.2752,0.1071,0.1255,0.13,0.0672,0.9406,0.7221,0.0703,0.8584,0.6278
hyperparam,composite,3,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6907,0.6507,0.7201,0.1524,0.0997,0.91,0.0525,1.0,23.9879,0.6907,0.7626,0.7626,0.6907,0.5877,0.7645,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,6,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.7876,0.7556,0.8188,0.2192,0.2843,0.155,0.1949,0.5251,2.8802,0.7876,0.8323,0.8072,0.6713,0.6501,0.8318,0.2843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,6,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6713,0.6354,0.7044,0.1141,0.1794,0.715,0.1541,0.2146,1.5644,0.6713,0.8072,0.8072,0.6713,0.6501,0.8109,0.1794,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,6,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7694,0.7383,0.8,0.2267,0.265,0.225,0.1812,0.4932,2.9591,0.7694,0.8203,0.8046,0.6841,0.6419,0.8216,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,6,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6841,0.6477,0.7144,0.1175,0.1829,0.865,0.1569,0.2192,1.5644,0.6841,0.8046,0.8046,0.6841,0.6419,0.8092,0.1829,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,6,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7387,0.7052,0.7701,0.2467,0.2464,0.315,0.1805,0.3881,2.3406,0.7387,0.7973,0.7975,0.6858,0.6255,0.8067,0.2464,0.2438,0.1841,0.2268,0.1699,0.2009,0.0543,0.4583,0.1507,0.0099
hyperparam,composite,6,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6858,0.6505,0.7152,0.1177,0.1546,0.96,0.1168,0.2283,2.2921,0.6858,0.7975,0.7975,0.6858,0.6255,0.8006,0.1546,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,6,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7048,0.6688,0.7378,0.2637,0.2598,0.45,0.9429,0.1507,0.0121,0.7048,0.7786,0.7809,0.6858,0.6034,0.7901,0.2598,0.132,0.1382,0.1476,0.0754,0.8265,0.5606,0.0829,0.6712,0.4108
hyperparam,composite,6,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6858,0.6505,0.7152,0.1177,0.0997,0.97,0.0525,1.0,23.9757,0.6858,0.7809,0.7809,0.6858,0.6034,0.7825,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,6,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.693,0.656,0.7272,0.2735,0.2761,0.51,0.5256,0.1872,0.2244,0.693,0.7659,0.7626,0.6858,0.5887,0.7758,0.2761,0.1072,0.1256,0.1302,0.0673,0.9406,0.7216,0.0705,0.8584,0.6266
hyperparam,composite,6,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6858,0.6505,0.7152,0.1177,0.0997,0.91,0.0525,1.0,23.9879,0.6858,0.7626,0.7626,0.6858,0.5887,0.7635,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,12,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.8038,0.77,0.8363,0.2992,0.358,0.13,0.375,0.3425,0.758,0.8038,0.8328,0.8515,0.6372,0.6966,0.8327,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,12,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6372,0.6055,0.6766,0.0849,0.1588,0.84,0.1231,0.2237,2.1162,0.6372,0.8515,0.8515,0.6372,0.6966,0.8521,0.1588,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,12,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7824,0.7515,0.8124,0.2354,0.276,0.2,0.1962,0.4658,2.5346,0.7824,0.8227,0.8054,0.6525,0.669,0.8247,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,12,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.6525,0.614,0.6865,0.1178,0.1759,0.97,0.1513,0.21,1.5644,0.6525,0.8054,0.8054,0.6525,0.669,0.8078,0.1759,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,12,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7405,0.7075,0.772,0.251,0.2472,0.3,0.1701,0.4521,2.9288,0.7405,0.7999,0.7975,0.6537,0.6336,0.8078,0.2472,0.2419,0.202,0.2122,0.2193,0.1872,0.0369,1.0,0.1187,0.0
hyperparam,composite,12,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6537,0.6148,0.6864,0.1022,0.0998,0.98,0.0525,1.0,23.9515,0.6537,0.7975,0.7975,0.6537,0.6336,0.7971,0.0998,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,12,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7048,0.6688,0.7376,0.2639,0.2609,0.45,0.9706,0.1507,0.0061,0.7048,0.7787,0.7809,0.6537,0.605,0.7901,0.2609,0.1322,0.1385,0.147,0.0756,0.8265,0.5594,0.0826,0.6667,0.4096
hyperparam,composite,12,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6537,0.6148,0.6864,0.1022,0.0997,0.97,0.0525,1.0,23.9757,0.6537,0.7809,0.7809,0.6537,0.605,0.782,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,12,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.693,0.656,0.7272,0.2735,0.2761,0.51,0.5256,0.1872,0.2244,0.693,0.7659,0.7626,0.6537,0.5899,0.7758,0.2761,0.1072,0.1256,0.1302,0.0673,0.9406,0.7216,0.0705,0.8584,0.6266
hyperparam,composite,12,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6537,0.6148,0.6864,0.1022,0.0997,0.91,0.0525,1.0,23.9879,0.6537,0.7626,0.7626,0.6537,0.5899,0.7636,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,24,0.1,True,True,domain,fused_u,1,f1_optimal_eval,0.8035,0.7684,0.837,0.3845,0.4686,0.11,0.8452,0.3242,0.0788,0.8035,0.8272,0.8505,0.6072,0.7483,0.8273,0.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,24,0.1,False,True,domain,fused_u,1,f1_optimal_eval,0.6072,0.5647,0.6414,0.1451,0.1277,0.95,0.0926,0.2055,2.6741,0.6072,0.8505,0.8505,0.6072,0.7483,0.8552,0.1277,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,24,0.25,True,True,domain,fused_u,1,f1_optimal_eval,0.7845,0.7529,0.8147,0.2402,0.2817,0.21,0.2491,0.3242,1.2976,0.7845,0.8222,0.8054,0.602,0.6788,0.8248,0.2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperparam,composite,24,0.25,False,True,domain,fused_u,1,f1_optimal_eval,0.602,0.5598,0.6382,0.0942,0.1,0.985,0.0526,1.0,23.903,0.602,0.8054,0.8054,0.602,0.6788,0.8069,0.1,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,24,0.5,True,True,domain,fused_u,1,f1_optimal_eval,0.7406,0.7075,0.7721,0.2517,0.2491,0.3,0.1719,0.4521,2.8924,0.7406,0.7999,0.7975,0.6018,0.6356,0.8078,0.2491,0.2358,0.204,0.1826,0.224,0.1872,0.0359,1.0,0.1005,0.0
hyperparam,composite,24,0.5,False,True,domain,fused_u,1,f1_optimal_eval,0.6018,0.5581,0.6383,0.0906,0.0998,0.98,0.0525,1.0,23.9515,0.6018,0.7975,0.7975,0.6018,0.6356,0.797,0.0998,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,24,1.0,True,True,domain,fused_u,1,f1_optimal_eval,0.7048,0.6688,0.7376,0.2639,0.2609,0.45,0.9706,0.1507,0.0061,0.7048,0.7787,0.7809,0.6018,0.6066,0.7901,0.2609,0.1322,0.1385,0.147,0.0756,0.8265,0.5594,0.0826,0.6667,0.4096
hyperparam,composite,24,1.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6018,0.5581,0.6383,0.0906,0.0997,0.97,0.0525,1.0,23.9757,0.6018,0.7809,0.7809,0.6018,0.6066,0.782,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,composite,24,2.0,True,True,domain,fused_u,1,f1_optimal_eval,0.693,0.656,0.7272,0.2735,0.2761,0.51,0.5256,0.1872,0.2244,0.693,0.7659,0.7626,0.6854,0.5915,0.7758,0.2761,0.1072,0.1256,0.1302,0.0673,0.9406,0.7216,0.0705,0.8584,0.6266
hyperparam,composite,24,2.0,False,True,domain,fused_u,1,f1_optimal_eval,0.6854,0.4644,0.5415,0.0874,0.0997,0.91,0.0525,1.0,23.9879,0.6854,0.7626,0.7626,0.6854,0.5915,0.7634,0.0997,0.0996,0.0997,0.0997,0.0524,1.0,0.9997,0.0524,1.0,0.9997
hyperparam,historical,1,0.1,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,0.1,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,0.25,True,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
hyperparam,historical,1,0.25,False,True,calibration_percentile,fused_u,1,f1_optimal_eval,0.7347,0.7034,0.7646,0.11,0.2086,0.465,0.1247,0.6393,5.9606,0.7347,0.8067,0.8067,0.7347,0.619,0.8045,0.2086,0.1106,0.115,0.1176,0.0612,0.9543,0.8103,0.0627,0.9452,0.782
